,parameters,mean,std,2.5q,25q,50q,75q,97.5q,mc err
525,alpha_subj(Stressed).1091,2.8512536202685297,1.267402258074599,0.8658768908529446,2.0194649900874815,2.625318276463148,3.437523734517477,6.137154002069731,0.0870576713856758
526,alpha_subj(Stressed).1092,2.8770213035720698,1.3277261046869167,0.9196200395351314,1.9615781233595138,2.6562020672155944,3.460419446492927,6.287936275660982,0.09540370939246465
527,alpha_subj(Stressed).1093,2.8834807191072978,1.257766393610831,1.1275710417125522,2.01863108394102,2.6433564517909987,3.462603743526936,6.200508321499511,0.09050851259019452
528,alpha_subj(Stressed).1096,2.8571196401549637,1.289892802237493,0.8434283260027677,1.9919769257582618,2.621541918189117,3.484285246624934,6.124995916076848,0.08888291132259499
529,alpha_subj(Stressed).1097,2.890866689730353,1.314075563025004,1.0112930085691625,2.0043597618300817,2.636176682867271,3.4890773614838606,6.3316496553235115,0.09037647350942571
530,alpha_subj(Stressed).1099,2.8787375962476824,1.2963262574912808,0.9153753295291496,2.010825856843337,2.643504378854999,3.4789377495325353,6.226291687953541,0.09300463927909709
531,alpha_subj(Stressed).1100,2.8926189669004665,1.2650364617640306,1.0735960301332657,2.0169364667115923,2.6657333400791665,3.4885038952298135,6.305128698997187,0.08882747686340924
532,alpha_subj(Stressed).1101,2.904520567464949,1.3072180370267623,1.0153626514419207,2.023611609746933,2.655612532865251,3.522933020446591,6.237259193436458,0.09306547801507072
533,alpha_subj(Stressed).1102,2.9304459355519077,1.284821817009307,1.0943028830511985,2.0271027627667673,2.69640551574936,3.5087974784692886,6.093028197913985,0.09012742133812565
534,alpha_subj(Stressed).1104,2.890655184527555,1.3374528794844585,0.9685484127448156,2.0145875907322077,2.6303945245638944,3.4554707361668258,6.612147556128038,0.09192414136778412
535,alpha_subj(Stressed).1106,2.8959103326980355,1.2959339914497652,1.0703499158193208,1.9966556467934677,2.6421643945795283,3.491931287282507,6.377448317773494,0.09429074712481895
536,alpha_subj(Stressed).1107,2.908778160471526,1.2875568965099606,1.074618999745194,2.0230664488324788,2.672873464960697,3.4825837840038405,6.281399721254638,0.09529906372962697
537,alpha_subj(Stressed).1109,2.8927219191482108,1.3204249718620962,0.9442796756513276,1.997782847796003,2.6582063341975988,3.4901508618566024,6.231481614158058,0.09540494371251676
